id,labels
U4645,"urbana-champaign illinois area, hope college, abbott, university of illinois at urbana-champaign, hope college"
U4642,"indianapolis indiana area, beijing institute of technology, cummins inc., university of illinois at urbana-champaign, mec metallurgical equipment sdn bhd, sohu.com"
U4643,montreal canada area
U4640,"china, ustc department of physics"
U4641,"greater new york city area, tsinghua university, argus information and advisory services, elustria capital partners, tsinghua university, cicc, roland berger strategy consultants, hsbc"
U7135,"urbana-champaign illinois area, university of illinois at urbana-champaign, ingersoll machine tools, center of simulation of advanced rockets, university of illinois at urbana-champaign, shanghai electric group co. ltd, areva t&amp;d"
U4648,"austin texas area, fudan university, uthscsa, university of texas at austin"
U4649,"stockholm sweden, stockholm university"
U7913,urbana-champaign illinois area
U7912,"urbana-champaign illinois area, anhui university, center for study of reading uiuc, university of illinois at urbana-champaign, asian library at uiuc, hefei cambridge english training school"
U7917,"greater chicago area, national chengchi university, rehabilitation institute of chicago, china medical university, northwestern university feinberg school of medicine, evanston northwestern healthcare, rush university medical center"
U4490,"greater detroit area, tsinghua university, ford motor company"
U8794,"san francisco bay area, university of california san diego, linkedin, exhale inc., san jose state university, network appliance, impresse, kpmg consulting, uc berkeley, golden gate university"
U8795,"urbana-champaign illinois area, amirkabir university of technology - tehran polytechnic, university of illinois at urbana-champaign, nec laboratories america, pinpoint!me, nvidia"
U4499,"urbana-champaign illinois area, tsinghua university, university of illinois at urbana-champaign, tsinghua university"
U8797,"urbana-champaign illinois area, university of illinois at urbana-champaign"
U2635,"hyderabad area india, university of mumbai, microsoft, university of illinois at urbana-champaign, nec laboratories america, ibm, yahoo!, webaroo"
U2634,"san francisco bay area, linkedin"
U2637,"san francisco bay area, linkedin"
U2636,"san francisco bay area, south china university of technology, yahoo! labs, university of illinois at urbana-champaign, chinese university of hong kong, microsoft research asia, motorola labs"
U2631,"austin texas area, beihang university, university of texas at austin, google, microsoft research asia, msra-ucla research in industrial projects for students"
U2630,"urbana-champaign illinois area, shanghai jiao tong university, vmware, microsoft"
U2633,"vancouver canada area, simon fraser university"
U2632,"san francisco bay area, indian institute of technology guwahati, linkedin, stanford university, apple, inria regal"
U2639,hangzhou zhejiang china
U2638,"china, king khalid university - saudi arabia, east sources company limited - hongkong, arts and science faculty of baljurashi - albaha university, science faculty - albaha university, alsaqar computing ltd."
U24120,"beijing city china, tsinghua university, tudou.com, innovation works, baidu inc., papayamobile inc., ibm, nokia"
U24121,"hong kong, university of science and technology of china, hkust, northwestern university, nec labs china, nec laboratories america, microsoft research asia"
U24122,united states
U24123,"china, anhui university, lab of data mining and sematic computing, nokia research center, alibaba.com"
U24124,dallas fort worth area
U24125,"china, university of illinois at urbana-champaign"
U8778,"urbana-champaign illinois area, harkivs'kij nacional'nij universitet im. v.n. karazina, oculus vr, university of illinois at urbana-champaign, duke university, kharkov gymnasium &quot;veresen&quot;"
U14123,"greater new york city area, university of illinois - urbana champaign, niksun, university of illinois at urbana-champaign, ieee"
U24058,"urbana-champaign illinois area, university of science and technology of china, university of illinois at urbana-champaign, bbn technologies, deutsche telekom, amazon.com, microsoft research asia"
U24059,"san francisco bay area, peking university, microsoft, yahoo!, facebook, nokia"
U24054,"beijing city china, tsinghua university, china national petroleum corporation"
U24055,greater pittsburgh area
U24056,"beijing city china, tsinghua university, a9.com, yahoo! labs beijing, microsoft"
U24057,"beijing city china, tsinghua university, google, netease youdao, microsoft"
U24050,"greater seattle area, national taiwan university, microsoft, google, national tsing hua university"
U24051,beijing city china
U24052,"beijing city china, tsinghua university"
U24053,"beijing city china, microsoft"
U24549,"san francisco bay area, jadavpur university, electronic arts, microsoft, university of illinois at urbana-champaign, credit suisse, indian institute of science"
U14022,"greater seattle area, university of colorado at denver, microsoft, keystone real estate investing llc"
U14023,"charlotte north carolina area, university of north carolina at charlotte unc-c"
U14020,"urbana-champaign illinois area, icahn, university of illinois at urbana-champaign, human kinetics"
U14021,"iran, university of tehran, fanap, iphrd, university of applied science and technology, sharif farsiweb inc., aptech int., andisheh negar inc., mizan kar, allameh helli high school, sut computing center, allameh helli guidance school, system group co."
U14026,"urbana-champaign illinois area, sharif university of technology, university of texas at arlington, university of illinois at urbana-champaign, solarbridge technologies, texas instruments, philips"
U14027,"greensboro winston-salem north carolina area, bio-adhesive alliance, north carolina a&t state university"
U14024,"urbana-champaign illinois area, university of illinois at urbana-champaign"
U14025,urbana-champaign illinois area
U14028,"greater seattle area, university of tehran, amazon.com, university of colorado at boulder"
U14029,"san francisco bay area, birla institute of technology and science, nvidia, university of illinois at urbana-champaign, motorola, hp labs bangalore, indian institute of sciences (iisc) bangalore, bhabha atomic research centre"
U25527,"provo utah area, brigham young university, department of computer science brigham young university, dept. of computer science; brigham young university, microsoft, university of rochester, lds munich germany mission"
U25529,"provo utah area, goldman sachs, mozenda, brigham young university"
U25528,"provo utah area, brigham young university, microsoft, brigham young university"
U3928,"greater atlanta area, shanghai jiao tong university, georgia institute of technology, facebook, microsoft"
U3929,"shanghai city china, shanghai jiao tong university, google, baidu inc., microsoft research asia"
U3922,"china, baidu inc."
U3923,"albany new york area, rensselaer polytechnic institute, microsoft, federation of earth science informatics partners, rensselaer polytechnic institute, woods hole oceanographic institution"
U3920,"greater pittsburgh area, shanghai jiao tong university, carnegie mellon university, apex data and knowledge management lab sjtu, ucla, microsoft research asia"
U3921,"san francisco bay area, shanghai jiao tong university, nvidia, laserfiche, china telecom, center for rf &amp; antenna design"
U3926,"glens falls new york area, rensselaer polytechnic institute, nys office of state comptroller"
U3927,"china, morgan stanley"
U3924,"greater new york city area, rensselaer polytechnic institute, salesmoto.com, voluntari.ly, good2do app, rpi greater china business club, localvox, bank of america, pencils of promise, barclays capital, vizion logistics llc, intrepid sea air &amp; space museum, undergraduate research program rpi civil engineering department"
U3925,albany new york area
U27811,"greater seattle area, kooapps"
U27810,"shanghai city china, bank of america"
U27813,"san francisco bay area, google"
U27812,"san francisco bay area, harvey mudd college, yelp.com"
U8800,"greater boston area, canisius college, microsoft, apple"
U8802,"urbana-champaign illinois area, university of texas at dallas, university of illinois at urbana-champaign, morgan stanley, google, cisco systems"
U14115,"urbana-champaign illinois area, university of kansas, intel corporation, university of illinois at urbana-champaign, intel labs, university of kansas"
U8804,"bologna area italy, universit&#xe0; di bologna, gruppo euris spa, iconsulting, econoetica, universit&#xe0; di bologna, university of illinois at urbana-champaign"
U27568,"urbana-champaign illinois area, university of illinois at urbana-champaign, college of media, ascend uiuc, national student advertising competition, international student and scholar services, honda civic marketing challenge - internship via edventure partners, chevrolet campus promotion - internship via edventure partners, chinese academy of agricultural sciences"
U27565,"shanghai city china, shanghai jiao tong university, electronic arts, ibm"
U27564,"san francisco bay area, university of illinois at urbana-champaign, yelp!, vmware, university of illinois at urbana-champaign"
U27567,"urbana-champaign illinois area, worldly"
U27566,"greater pittsburgh area, shanghai jiao tong university, carnegie mellon university, microsoft, morgan stanley"
U27561,"san francisco bay area, salesforce.com"
U27560,"urbana-champaign illinois area, university of illinois at urbana-champaign, continental, university of illinois at urbana-champaign"
U27563,"san francisco bay area, yelp"
U27562,"san francisco bay area, beihang university, avos systems inc., google, yelp.com, jiepang.com, microsoft research asia"
U28774,"san francisco bay area, r&d (pinterest)"
U28776,"san francisco bay area, google"
U28772,"san francisco bay area, birla institute of technology and science, honda research institute usa inc., ibm, cycorp"
U16086,"lafayette indiana area, peking university, purdue university, jila, university of colorado at boulder, university of electro-communications, peking university"
U16087,"greater new york city area, tsinghua university, citi, intel corporation"
U16084,"greater new york city area, peking university, kcg, columbia university, knight capital group"
U27709,"shanghai city china, j-plus consuting"
U27708,"beijing city china, beijing jiaotong university, accume marketing consulting, artm communications sh, hill &amp; knowlton, genedigi consulting, televoice information development"
U18644,hong kong
U27701,"urbana-champaign illinois area, university of illinois at urbana-champaign, manipal academy of higher education, citrix, university of illinois at urbana-champaign"
U27700,"shanghai city china, tencent"
U27703,china
U27702,"san francisco bay area, harbin institute of technology, ibm almaden research center, palo alto research center (parc), ibm t. j. watson research center, ebay research labs"
U27705,"greater new york city area, beijing university of post and telecommunications, lab49, nokia, university of illinois at urbana-champaign, kimberly-clark, industrial design center"
U27704,"urbana-champaign illinois area, university of illinois at urbana-champaign, university of illinois at urbana-champaign"
U27707,"greater san diego area, tsinghua university, university of illinois at urbana-champaign, microsoft, intel china research center"
U27706,"shanghai city china, shanghai jiao tong university, virtuos"
U27499,"china, huazhong university of science and technology, netease, philips, nokia"
U27498,"lafayette indiana area, shanghai jiaotong university, intel corporation, purdue university ultrafast optics laboratory, nec laboratories america, association of purdue chinese alumni (apca)"
U27491,"san francisco bay area, shanghai jiao tong university, linkedin, carnegie mellon university, sap, qad"
U27490,"san francisco bay area, google"
U27493,"shanghai city china, shanghai jiao tong university, deloitte, fortis international john bucks region hongkong, huaan fund and management company ltd. shanghai"
U27492,"san francisco bay area, arista networks inc."
U27495,"urbana-champaign illinois area, hohai university, university of illinois at urbana-champaign, yangzhou bureau of water resources, hohai university"
U27494,"beijing city china, shanghai jiao tong university, google, alibaba cloud computing, eleme inc., microsoft"
U27497,"san francisco bay area, shanghai jiao tong university, pivotal inc., computer science department uc davis, greenplum, school of software shanghai jiaotong university"
U27496,"china, china-us entrepreneurship academy llc, private, questions and answers on linkedin (self-employed), asian american cultural center"
U16177,"washington d.c. metro area, george washington universiyt"
U16174,"china, peking university, qualcomm innovation center inc, university of illinois at urbana-champaign, synopsys"
U16170,"austin texas area, shanghai jiao tong university"
U15194,"urbana-champaign illinois area, university of illinois at urbana-champaign, s&amp;p capital iq, monsanto, university of illinois at urbana-champaign, airglow and irregularities research group"
U27635,"orange county california area, wireless lifestyle, marketing arm, devolution solutions"
U27634,"china, baidu @ china"
U27637,"melbourne area australia, synnex australia pty ltd, marc edward agency, realise group"
U27636,"greater philadelphia area, shanghai jiao tong university, university of delaware, shanghai jiao tong university"
U27631,"phoenix arizona area, shanghai jiao tong university, us airways, arizona state university, arrowhead health pain-mds.com, shanghai jiao tong university"
U27630,"hannover area germany, shanghai jiao tong university, easydisplay gmbh, icecubo lingraphico, opensesame, platt electric supply, bluevolt, uk pavilion expo 2010 shanghai china, sharp electronics, split works, shanghai earts festival"
U27633,"san francisco bay area, google"
U27632,"san francisco bay area, google"
U27639,"san francisco bay area, university of illinois at urbana-champaign, evernote, amazon.com"
U27638,"san francisco bay area, harvey mudd college, uber inc, yelp.com, harvey mudd college, google, fall river educational television"
U4673,greater new york city area
U4672,"greater pittsburgh area, university of science and technology of china, university of pittsburgh graduate school of public health, ymca of greater pittsburgh"
U4671,"china, harvard business school, fudan university, beloit college, bain capital, bain &amp; company, nuveen investments"
U4670,"urbana-champaign illinois area, university of illinois at urbana-champaign"
U4677,"kitchener canada area, sun yat-sen university"
U4676,"nanjing jiangsu china, nfls"
U4675,"urbana-champaign illinois area, tsinghua university, university of illinois at urbana-champaign, imperial college london, tsinghua university"
U4674,china
U4679,"london united kingdom, university of science and technology of china, kth, imperial college london, microsoft research asia, brunel university, procapital uk"
U4678,"urbana-champaign illinois area, university of illinois at urbana-champaign"
U7909,"houston texas area, southwestern university, reasoning mind, houston isd, university of illinois at urbana-champaign, inc research"
U7905,"urbana-champaign illinois area, university of illinois at urbana-champaign, beijing normal university, tiffin university, applied psychological measurement, university of illinois at urbana-champaign, act"
U4483,washington d.c. metro area
U4485,"urbana-champaign illinois area, university of illinois at urbana-champaign, beijing normal university, university of illinois at urbana-champaign, center for study of reading"
U2626,"urbana-champaign illinois area, university of science and technology of china, university of illinois at urbana-champaign, ibm, national university of singapore, microsoft research asia"
U2627,"san francisco bay area, visvesvaraya technological university, linkedin, business.com inc, suny at buffalo, cedar suny buffalo, i2 technologies india pvt. ltd, aalayance e com services pvt. ltd, aalayance ecom services pvt. ltd"
U2624,"urbana-champaign illinois area, university of illinois at urbana-champaign"
U2625,"beijing city china, microsoft"
U2622,"san francisco bay area, wuhan university, yahoo! labs, idiap research institute, eth z&#xfc;rich, mit, computer vision &amp; active perception lab (cvap) kth"
U2623,"urbana-champaign illinois area, university of illinois at urbana-champaign"
U2620,urbana-champaign illinois area
U2621,"urbana-champaign illinois area, peking university, linkedin, microsoft"
U2628,"greater new york city area, university of science and technology of china (ustc), ibm t. j. watson research center, columbia university, nec laboratories america inc., microsoft research, eastman kodak research laboratories"
U2629,"united states, northeastern university"
U9691,"urbana-champaign illinois area, university of illinois at urbana-champaign, hulu, university of illinois at urbana-champaign, facebook, camp tuckabatchee, sandwich family practice"
U24049,"greater seattle area, peking university, google, university of illinois at urbana-champaign, motorola, national center for supercomputing applications"
U24048,"china, wuhan university, startup, microsoft bing, yahoo!, university of illinois at urbana-champaign, ibm research"
U24043,"greater atlanta area, emory university"
U24047,"vancouver canada area, tsinghua university, salesforce.com, american museum of natural history, medical center columbia university, academic project, kong zhong net. inc"
U24046,"urbana-champaign illinois area, fudan university, whova, university of illinois at urbana-champaign, microsoft, google, chinese academy of sciences, fudan university"
U24045,"san francisco bay area, tsinghua university, university of illinois at urbana-champaign, ibm"
U24044,"san francisco bay area, oracle"
U24550,"urbana-champaign illinois area, georgia state university, university of illinois at urbana-champaign, st. jude's recovery center, girl scouts of greater atlanta inc."
U14031,"greater chicago area, baha'i institute for higher eduaction, northeastern illinois university, iit, environmental design international inc., moj-e-no company, banaye rastin company"
U14030,urbana-champaign illinois area
U14033,"greater seattle area, university of tehran, microsoft, university of british columbia"
U14032,"iran, science &amp; culture university"
U14035,"toronto canada area, bu ali sina university hamedan iran, toronto transit commission (ttc), ryerson university, hamrah poushesh oil and gas company, tarh o palayesh consulting engineering company"
U14034,"urbana-champaign illinois area, university of illinois at urbana-champaign, university of illinois at urbana-champaign, lawrence livermore national laboratory, lawrence berkeley national laboratory, wolfram research"
U14037,"san francisco bay area, universidad san francisco de quito, intel labs, university of illinois at urbana-champaign, waseda university - humanoid robotics institute"
U14036,"greater seattle area, azad university, stratos product development, university of washington, northeastern university, tufts university"
U14039,"iran, t co."
U14038,"greater seattle area, sharif university of technology, university of washington business school"
U25552,"provo utah area, utah valley university"
U25553,"urbana-champaign illinois area, veermata jijabai technological institute (vjti), deloitte consulting"
U25550,"macao, national taiwan university, dsfsm, dsej, galaxy macau, macau ignite technology, network division computer center national taiwan university, enet macau ltd."
U25551,"greater salt lake city area, brigham young university, microsoft, remedy informatics, official association for computing machinery, university of maryland, brigham young university, familylink.com, byu network operations center"
U25556,provo utah area
U25557,"provo utah area, brigham young university"
U25554,"sioux falls south dakota area, dordt college, dynamic internet solutions, van maanen's inc, dordt college, data science summer institute"
U25555,"provo utah area, brigham young university, bishop fox, brigham young university, rook consulting, innovadex"
U25558,"provo utah area, brigham young university marriot school of management, etstartup, ewr management, walmart, orangesoda, elite security services"
U25559,"urbana-champaign illinois area, university of illinois at urbana-champaign, urbana high school, university of illinois at urbana-champaign"
U13111,"greater chicago area, illinois wesleyan university, naperville north high school, surface 51, center for emerging entrepreneurs, mclean county arts center, borders, opus chamber music camp"
U3917,"ithaca new york area, shanghai jiao tong university, cornell university, intel corporation, microsoft research asia"
U3916,"san francisco bay area, shanghai jiao tong university, google, baidu inc., shanghai jiao tong university, microsoft research asia"
U3915,"albany new york area, jiangsu university, nanolab technologies, rensselaer polytechnic institute, zhejiang university, jiangsu university"
U3914,"china, sjtu, taobao"
U3913,"san francisco bay area, shanghai jiao tong university, google, carnegie mellon university, microsoft, deri, ibm"
U3912,"greater new york city area, beijing language and culture university, tiedemann investment group, tetherless world constellation, ibm, rensselaer polytechnic institute, china construction bank"
U3911,"greater seattle area, amazon"
U3910,"shanghai city china, shanghai jiao tong university, ebay"
U3919,"shanghai city china, fudan university, mediav, yahoo! beijing r&amp;d, alibaba cloud computing company, microsoft global technology supporting center"
U3918,"china, baidu inc."
U25172,"san francisco bay area, fireeye"
U4475,"urbana-champaign illinois area, state farm insurance, university of illinois at urbana-champaign, american educational research association"
U19871,"urbana-champaign illinois area, university of illinois at urbana-champaign, exxonmobil, dow corning, university of illinois at urbana-champaign, school of chemical sciences career services office, american institute of chemical engineers, celanese emulsion polymers"
U27558,"san francisco bay area, xi'an jiaotong university, ebay inc, georgia institute of technology, microsoft, children's healthcare of atlanta, medavis gmbh germany, construktiv gmbh, hochschule center for info. and media tech. bremen germany"
U7229,san francisco bay area
U7228,"greater pittsburgh area, university of illinois at urbana-champaign, hp, university of illinois at urbana-champaign, palm"
U27550,"london united kingdom, shanghai jiao tong university, hakkasan limited, matahari, yuyintang, split works, bank of communication"
U27551,"urbana-champaign illinois area, shanghai jiao tong university, university of illinois at urbana-champaign, google inc., akiira media systems inc."
U27552,"greater new york city area, tsinghua university, georgia institute of technology, columbia university, turner construction, university of illinois at urbana-champaign"
U27553,"shanghai city china, shanghai jiao tong university, roland berger strategy consultants, deloitte consulting, arthur d. little, thomas weisel partners"
U27554,"gainesville florida area, christians on campus at university of florida"
U27555,"san francisco bay area, middle tennessee state university, university of tennessee at chattanooga, oneten technologies (skyfirm llc), vanderbilt mortgage &amp; finance inc, american home improvements, educational marketing group inc."
U27556,"urbana-champaign illinois area, university of illinois at urbana-champaign"
U27557,urbana-champaign illinois area
U27958,united states
U7146,"san francisco bay area, backplane"
U27734,"greater new york city area, ida scudder, maven alpha"
U27735,"san francisco bay area, fudan university, salesforce.com, bitarmor systems inc., sap labs, ibm global services"
U27736,"san francisco bay area, fudan university, facebook, microsoft, university of waterloo"
U27737,"san francisco bay area, ebay inc"
U27730,"china, zhejiang university, alibaba cloud computing company, microsoft research asia"
U27731,"greater new york city area, university of illinois at urbana-champaign, hkis, bloomberg, citi, hsbc"
U27732,"washington d.c. metro area, intelligent automation inc."
U27733,"armenia, tsinghua university"
U27738,"urbana-champaign illinois area, tsinghua university, adrenaline mobility inc., university of illinois at urbana-champaign, facebook, samsung information systems america, microsoft"
U27739,"greater chicago area, huazhong university of science and technology, markitx, neustar inc."
U7209,"greater seattle area, microsoft"
U7208,san francisco bay area
U7202,"san francisco bay area, google, university of illinois at urbana-champaign"
U16161,"san francisco bay area, peking university, before university, mit, stanford university"
U27600,"greater philadelphia area, shanghai jiao tong university, university of delaware"
U27601,"urbana-champaign illinois area, university of illinois at urbana-champaign, hp labs"
U27602,"san francisco bay area, google"
U27603,"shanghai city china, shanghai jiao tong university, nvidia, fudan university, marvell semiconductor, microsoft"
U27604,"greater los angeles area, wavelio, thankify, stamps and stamps inc"
U27605,"urbana-champaign illinois area, indiana university - kelley school of business, indiana university bloomington, university of illinois at urbana-champaign, blocher consulting, us army corps of engineers, iowa state university, trilogy computing llc, indiana university, hong kong children's go academy (&#x9999;&#x6e2f;&#x513f;&#x7ae5;&#x56f4;&#x68cb;&#x5b66;&#x9662;), general mills, abstrax inc."
U27606,"china, knowledge engineering group, tsinghua university"
U27607,"greater boston area, tsinghua university, vmware, mathworks, women in electrical and computer engineering university of maryland college park, university of maryland institute for advanced computer studies, texas instruments, national cancer institute, microsoft"
U27608,"greater new york city area, tsinghua university, pine river capital management, microsoft bing search(bellevue u.s.a), a.t.kearney, microsoft research redmond, idc, microsoft research asia, share, intel research"
U27609,urbana-champaign illinois area
U7118,"urbana-champaign illinois area, eastern illinois university, university of illinois at urbana-champaign, staff human resources - uiuc, housing authority of champaign county"
U4668,"singapore, nanyang technological university, national university of singapore, world scientific publishing company, astrup fearnley as, frost &amp; sullivan"
U4669,"singapore, nanyang technological university, basf south east asia pte ltd"
U4664,"urbana-champaign illinois area, university of illinois at urbana-champaign"
U4665,"greater chicago area, university of illinois at urbana-champaign, technology services group - chicago, ge healthcare"
U4666,"orange county california area, beckman coulter"
U4667,"greater atlanta area, university of science and technology of china, buyers protection group, quintiles, unilever"
U4660,"urbana-champaign illinois area, huazhong university of science and technology, university of illinois at urbana-champaign, nibs"
U4661,"urbana-champaign illinois area, huazhong university of science and technology, &#x3000;uiuc, wuhan asian microelectronics co. ltd. china"
U4662,urbana-champaign illinois area
U4663,"greater boston area, nanjing university, massachusetts institute of technology, westlaw round table group, darpa, university of illinois, ucla"
U17787,"san francisco bay area, beijing university of post and telecommunications, paypal, georgia institute of technology, siemens corporate research"
U22812,"urbana-champaign illinois area, indian institute of technology guwahati, university of illinois at urbana-champaign, sri international, nec laboratories america, verimag, indian institute of technology madras"
U22811,"san francisco bay area, birla institute of technology and science, linkedin, university of illinois at urbana-champaign, facebook, tensilica, indian statistical institute kolkata, l&amp;t infotech"
U19879,"allentown pennsylvania area, university of illinois at urbana-champaign, google, university of illinois at urbana-champaign, william's computer repair, ppl corporation"
U19872,"greater chicago area, university of illinois at urbana-champaign, zealous amoeba, university of illinois at urbana-champaign, new trier high school district"
U4474,"china, beijing normal university, national assessment center for education quality"
U19870,"urbana-champaign illinois area, university of illinois at urbana-champaign, marathon petroleum company, sage environmental consulting, university of illinois, kroger	bourbonnais"
U4476,"china, nanjing university, university of illinois at urbana-champaign, microsoft research asia"
U4471,"houston texas area, tsinghua university, malonebailey llp, bdo china, people's bank of china"
U4470,"urbana-champaign illinois area, peking university, university of minnesota, act, riverside publishing"
U4473,"urbana-champaign illinois area, nanjing university, university of illinois, msfe program, credit suisse"
U19875,"greater denver area, university of illinois at urbana-champaign, sage environmental consulting"
U2619,"urbana-champaign illinois area, zhejiang university, university of illinois at urbana-champaign, ibm research almaden, microsoft research asia, zhejiang university, ucla"
U2618,"urbana-champaign illinois area, university of illinois at urbana-champaign, zhejiang university, university of california los angeles, university of illinois at urbana-champaign, microsoft research asia, probabilistic and intelligence lab zhejiang university"
U8759,"greater boston area, mit"
